,id,exercise_name,session_name,type_of_activity,type_of_equipment,body_part,type,muscle_groups_activated,instructions
704,747,Plate Ground to Overhead,Crossfit,Strength,Weight Plate,Full body,Push,"Shoulders, Core",Lift a weight plate from the ground to overhead in one motion.
705,748,Box Step-ups,Crossfit,Strength,Box,Lower body,Push,"Quads, Glutes","Step onto a box and step back down, alternating legs."
706,749,Plate Curls,Crossfit,Strength,Weight Plate,Upper body,Pull,Biceps,"Curl a weight plate towards your chest, keeping your elbows close."
707,752,Weighted Wall Balls,Crossfit,Strength,Medicine Ball,Full body,Push,"Quads, Core",Squat and throw a weighted medicine ball against a wall.
708,753,Farmer's Walk with Kettlebells,Crossfit,Strength,Kettlebells,Full body,Push,"Forearms, Shoulders",Carry kettlebells in each hand while walking.
709,754,Zercher Squats,Crossfit,Strength,Barbell,Lower body,Push,"Quads, Glutes",Hold the barbell in the crook of your elbows while squatting.
710,756,Weighted Sit-ups,Crossfit,Strength,Weighted Plate,Core,Pull,Abs,Perform sit-ups while holding a weight plate to your chest.
711,757,Dumbbell Lateral Raises,Crossfit,Strength,Dumbbells,Upper body,Pull,Shoulders,Raise dumbbells to the side until shoulder height.
712,758,Rotational Medicine Ball Throws,Crossfit,Strength,Medicine Ball,Full body,Push,"Core, Shoulders",Throw a medicine ball with rotation from a squat position.
713,761,Weighted Glute Bridges,Crossfit,Strength,Dumbbell,Lower body,Pull,"Glutes, Hamstrings","Lie on your back with your knees bent and a weight on your hips, lift your hips up."
714,763,Dumbbell Split Squats,Crossfit,Strength,Dumbbells,Lower body,Push,"Quads, Glutes",Perform squats with one foot elevated behind you.
715,766,Medicine Ball Side Throws,Crossfit,Strength,Medicine Ball,Full body,Push,"Core, Shoulders",Throw a medicine ball to the side while in a squat.
716,767,Jump Rope Double Unders,Conditioning,Cardio,Jump Rope,Full body,Cardio,"Calves, Arms",Jump and swing the rope twice before landing.
717,768,Turkish Get-ups,Crossfit,Strength,Kettlebell,Full body,Pull,"Core, Shoulders",Perform a series of movements to stand up from lying down while holding a kettlebell.
718,769,Seated Dumbbell Shoulder Press,Crossfit,Strength,Dumbbells,Upper body,Push,"Shoulders, Triceps","Sit and press dumbbells overhead, keeping your back straight."
719,770,Box Toe Taps,Crossfit,Strength,Box,Lower body,Push,"Quads, Calves",Tap your toes on top of a box while alternating legs quickly.
